date,close,probability,label,trained_on
2010-11-30,1180.5500,0.03486151,0,1
2010-12-01,1206.0699,0.01993664,0,1
2010-12-02,1221.5300,0.02001700,0,1
2010-12-03,1224.7100,0.01672989,0,1
2010-12-06,1223.1200,0.01649973,0,1
2010-12-07,1223.7500,0.01667071,0,1
2010-12-08,1228.2800,0.01864001,0,1
2010-12-09,1233.0000,0.01770615,0,1
2010-12-10,1240.4000,0.02189044,0,1
2010-12-13,1240.4600,0.01669692,0,1
2010-12-14,1241.5900,0.01729885,0,1
2010-12-15,1235.2300,0.01621661,0,1
2010-12-16,1242.8700,0.01030166,0,1
2010-12-17,1243.9100,0.00637572,0,1
2010-12-20,1247.0800,0.00906051,0,1
2010-12-21,1254.6000,0.00992319,0,1
2010-12-22,1258.8400,0.00615313,0,1
2010-12-23,1256.7700,0.00710416,0,1
2010-12-27,1257.5400,0.01066435,0,1
2010-12-28,1258.5100,0.00886813,0,1
2010-12-29,1259.7800,0.00929832,0,1
2010-12-30,1257.8800,0.01015262,0,1
2010-12-31,1257.6400,0.01237923,0,1
2011-01-03,1271.8700,0.01209751,0,1
2011-01-04,1270.2000,0.01189047,0,1
2011-01-05,1276.5601,0.01166455,0,1
2011-01-06,1273.8500,0.01281341,0,1
2011-01-07,1271.5000,0.01226031,0,1
2011-01-10,1269.7500,0.01452399,0,1
2011-01-11,1274.4800,0.01178460,0,1
2011-01-12,1285.9600,0.01255577,0,1
2011-01-13,1283.7600,0.01353604,0,1
2011-01-14,1293.2400,0.01133734,0,1
2011-01-18,1295.0200,0.01341127,0,1
2011-01-19,1281.9200,0.01785583,0,1
2011-01-20,1280.2600,0.02181828,0,1
2011-01-21,1283.3500,0.02614184,0,1
2011-01-24,1290.8400,0.02205786,0,1
2011-01-25,1291.1801,0.02305019,0,1
2011-01-26,1296.6300,0.01718534,0,1
2011-01-27,1299.5400,0.01578545,0,1
2011-01-28,1276.3400,0.03852582,0,1
2011-01-31,1286.1200,0.03888394,0,1
2011-02-01,1307.5900,0.02872994,0,1
2011-02-02,1304.0300,0.02518113,0,1
2011-02-03,1307.1000,0.01913783,0,1
2011-02-04,1310.8700,0.01707737,0,1
2011-02-07,1319.0500,0.02064118,0,1
2011-02-08,1324.5699,0.01811915,0,1
2011-02-09,1320.8800,0.01868077,0,1
2011-02-10,1321.8700,0.01807500,0,1
2011-02-11,1329.1500,0.01431558,0,1
2011-02-14,1332.3199,0.01647438,0,1
2011-02-15,1328.0100,0.01668050,0,1
2011-02-16,1336.3199,0.01870500,0,1
2011-02-17,1340.4301,0.01453366,0,1
2011-02-18,1343.0100,0.01023368,1,1
2011-02-22,1315.4399,0.02989745,0,1
2011-02-23,1307.4000,0.03111826,0,1
2011-02-24,1306.1000,0.02526607,0,1
2011-02-25,1319.8800,0.01999839,0,1
2011-02-28,1327.2200,0.01914893,0,1
2011-03-01,1306.3300,0.02810475,0,1
